               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  84,            0.022795,            0.017623,           0.0018643,             0.73874,             0.60907,             0.64026,             0.40118,             0.02977,            0.014767,           0.0097842,           0.0084046,           0.0084046,           0.0084046
                  85,            0.021262,            0.017085,           0.0019004,             0.73492,             0.65174,             0.65083,             0.41421,             0.03006,            0.015753,           0.0085695,           0.0083684,           0.0083684,           0.0083684
                  86,            0.021057,             0.01681,           0.0017225,              0.8442,             0.62172,             0.65956,              0.4034,             0.02993,            0.015463,           0.0089655,           0.0083319,           0.0083319,           0.0083319
                  87,            0.021862,            0.018155,           0.0017523,             0.87971,             0.61738,             0.67839,             0.43934,            0.028954,             0.01422,           0.0081765,           0.0082952,           0.0082952,           0.0082952
                  88,            0.021309,            0.017333,           0.0017362,              0.8096,             0.64304,             0.68154,             0.44253,            0.029577,            0.014983,           0.0085708,           0.0082581,           0.0082581,           0.0082581
                  89,            0.022353,            0.017452,           0.0016734,             0.94755,             0.57677,             0.65236,             0.42454,            0.029455,             0.01585,           0.0091702,           0.0082207,           0.0082207,           0.0082207
                  90,            0.020991,            0.016937,           0.0018082,             0.89281,             0.58246,             0.65058,              0.4224,            0.028976,            0.015559,           0.0090155,            0.008183,            0.008183,            0.008183
                  91,            0.021243,            0.017575,           0.0016504,             0.83781,             0.58716,             0.68437,              0.4299,            0.029194,            0.014783,           0.0084118,            0.008145,            0.008145,            0.008145
                  92,            0.022046,            0.017545,            0.001659,             0.74327,             0.61046,             0.64847,             0.41497,            0.029823,            0.015082,            0.009389,           0.0081068,           0.0081068,           0.0081068
                  93,            0.020706,            0.016566,            0.001804,             0.77285,             0.61492,             0.66495,             0.42223,            0.029376,             0.01541,           0.0088249,           0.0080682,           0.0080682,           0.0080682
                  94,            0.021111,            0.016759,            0.001649,             0.81738,             0.62061,               0.688,             0.42895,            0.030813,            0.015119,           0.0087079,           0.0080294,           0.0080294,           0.0080294
                  95,             0.02123,            0.017096,           0.0016807,             0.88008,             0.61938,             0.69094,             0.42366,            0.030779,            0.015189,           0.0082059,           0.0079903,           0.0079903,           0.0079903
                  96,            0.020208,            0.016614,           0.0016848,             0.85158,             0.67259,             0.73441,             0.47256,            0.029144,            0.014588,           0.0072462,           0.0079509,           0.0079509,           0.0079509
                  97,            0.021003,            0.017038,           0.0014481,             0.83874,             0.61697,             0.70638,              0.4582,            0.029366,            0.014807,           0.0083413,           0.0079112,           0.0079112,           0.0079112
                  98,            0.020706,              0.0166,           0.0017715,             0.73073,             0.66281,             0.68552,             0.42974,            0.029922,            0.015369,           0.0077083,           0.0078713,           0.0078713,           0.0078713
                  99,            0.020454,            0.016241,           0.0016252,             0.69284,             0.65716,             0.65933,             0.41858,            0.029505,            0.014454,           0.0088265,           0.0078311,           0.0078311,           0.0078311
                 100,              0.0207,            0.016731,           0.0017079,             0.80998,             0.65544,             0.68568,              0.4412,            0.028977,            0.015033,            0.007978,           0.0077907,           0.0077907,           0.0077907
                 101,            0.019727,            0.016108,           0.0014473,             0.82997,             0.60182,             0.66038,             0.43035,            0.029401,            0.014993,           0.0089333,             0.00775,             0.00775,             0.00775
                 102,            0.019453,            0.015789,           0.0015991,             0.81881,             0.64798,             0.70354,             0.45095,            0.029073,            0.014963,           0.0077706,           0.0077091,           0.0077091,           0.0077091
                 103,              0.0198,            0.015872,           0.0015639,             0.84589,             0.60491,             0.67482,              0.4253,            0.029681,            0.015037,           0.0086197,           0.0076679,           0.0076679,           0.0076679
                 104,            0.020169,            0.016282,           0.0013762,             0.81782,             0.62389,             0.66433,             0.42174,            0.029813,            0.016455,           0.0081211,           0.0076265,           0.0076265,           0.0076265
                 105,            0.019647,            0.015749,           0.0014734,             0.89681,             0.58116,             0.67756,             0.43851,            0.029407,            0.015992,           0.0082222,           0.0075848,           0.0075848,           0.0075848
                 106,            0.018834,            0.015277,           0.0014883,             0.78514,             0.62639,             0.66801,             0.43256,            0.028878,            0.015519,           0.0088252,            0.007543,            0.007543,            0.007543
                 107,            0.019265,            0.015638,            0.001347,             0.81332,             0.58657,             0.63218,              0.4155,            0.028954,             0.01573,           0.0096191,           0.0075009,           0.0075009,           0.0075009
                 108,            0.019508,            0.016185,           0.0012627,             0.77406,             0.65067,               0.681,             0.44223,             0.02951,            0.015548,           0.0079952,           0.0074585,           0.0074585,           0.0074585
                 109,            0.019033,            0.016713,           0.0012863,              0.6997,             0.66248,               0.664,             0.43072,            0.029488,            0.015596,           0.0083357,            0.007416,            0.007416,            0.007416
                 110,            0.018716,            0.015444,           0.0014209,             0.84704,             0.61015,             0.67175,             0.43426,            0.029467,             0.01573,           0.0078671,           0.0073733,           0.0073733,           0.0073733
                 111,            0.019727,            0.015815,           0.0014606,              0.8074,             0.56895,             0.64846,             0.40036,            0.029712,            0.015008,           0.0095113,           0.0073303,           0.0073303,           0.0073303
                 112,            0.018872,            0.016201,           0.0014066,             0.74728,             0.60273,             0.63289,             0.39843,            0.029256,            0.014979,           0.0093004,           0.0072872,           0.0072872,           0.0072872
                 113,            0.019004,            0.015823,           0.0013699,             0.76714,             0.59445,             0.62027,             0.39534,            0.028864,            0.015109,            0.010351,           0.0072438,           0.0072438,           0.0072438
                 114,            0.019133,            0.015991,           0.0016076,             0.74192,             0.62589,             0.65297,             0.41727,            0.029225,             0.01532,           0.0096257,           0.0072003,           0.0072003,           0.0072003
                 115,            0.019069,            0.015949,            0.001381,             0.82896,             0.61889,             0.65437,             0.43283,            0.029126,            0.015712,            0.008681,           0.0071566,           0.0071566,           0.0071566
                 116,            0.018391,            0.015683,           0.0011825,             0.87576,             0.61299,             0.68726,             0.46143,             0.02922,            0.016151,           0.0073229,           0.0071127,           0.0071127,           0.0071127
                 117,             0.01848,            0.015176,            0.001228,             0.91137,             0.61263,             0.68441,              0.4456,            0.028955,            0.015633,           0.0080528,           0.0070686,           0.0070686,           0.0070686
                 118,            0.018608,             0.01565,           0.0013543,             0.73409,             0.60871,             0.64752,             0.42755,            0.028762,            0.015976,           0.0089798,           0.0070243,           0.0070243,           0.0070243
                 119,            0.017823,            0.014777,           0.0012344,             0.79583,              0.6037,             0.65689,             0.42946,            0.028468,            0.015683,           0.0084338,           0.0069799,           0.0069799,           0.0069799
                 120,            0.018108,            0.015611,           0.0012949,              0.7836,             0.63251,             0.67757,             0.43732,             0.02908,            0.015472,           0.0074664,           0.0069353,           0.0069353,           0.0069353
                 121,            0.018188,            0.015691,           0.0012623,             0.89994,             0.59441,             0.69534,                0.46,            0.028851,            0.015143,           0.0074345,           0.0068906,           0.0068906,           0.0068906
                 122,            0.018517,            0.015519,           0.0011595,             0.90298,             0.62886,             0.67889,             0.44413,            0.028336,            0.015547,           0.0075711,           0.0068457,           0.0068457,           0.0068457
                 123,            0.017703,            0.014693,           0.0012407,             0.83434,             0.63628,             0.68472,             0.44315,            0.028759,            0.015452,           0.0075131,           0.0068006,           0.0068006,           0.0068006
                 124,            0.017479,            0.014761,           0.0010693,             0.79519,             0.64387,             0.68861,             0.44111,            0.029209,            0.015573,           0.0078303,           0.0067555,           0.0067555,           0.0067555
                 125,            0.017563,            0.014969,           0.0011904,             0.78416,             0.62476,             0.66858,             0.42684,            0.029246,            0.015747,           0.0087648,           0.0067101,           0.0067101,           0.0067101
                 126,            0.017342,            0.014544,           0.0010689,               0.662,             0.66047,              0.6504,             0.42078,             0.02911,            0.015675,           0.0099163,           0.0066647,           0.0066647,           0.0066647
                 127,             0.01743,            0.014649,           0.0011602,               0.846,              0.5795,             0.65948,             0.42751,            0.029124,            0.015554,           0.0089673,           0.0066191,           0.0066191,           0.0066191
                 128,            0.017479,            0.014818,            0.001156,             0.83555,             0.63416,             0.68304,             0.44855,             0.02901,             0.01578,           0.0085341,           0.0065734,           0.0065734,           0.0065734
                 129,            0.017741,            0.014609,           0.0010242,             0.83358,             0.58182,             0.65725,             0.43443,            0.028597,              0.0162,           0.0094816,           0.0065276,           0.0065276,           0.0065276
