               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,             0.02648,            0.019757,           0.0030214,             0.76553,             0.62447,              0.6504,             0.38422,            0.033072,            0.014582,           0.0087276,           0.0096646,           0.0096646,           0.0098646
                  37,            0.027034,            0.020279,             0.00303,             0.79202,             0.65085,             0.68802,              0.4225,             0.03077,            0.013696,           0.0076314,           0.0096664,           0.0096664,           0.0096664
                  38,            0.026564,            0.019297,           0.0029439,             0.66135,             0.56799,             0.57423,             0.32777,            0.033084,            0.014171,            0.010629,           0.0096664,           0.0096664,           0.0096664
                  39,            0.026314,            0.020127,           0.0027277,             0.85472,             0.54652,             0.63828,             0.39299,            0.032899,            0.014943,           0.0082721,           0.0096484,           0.0096484,           0.0096484
                  40,            0.024784,            0.018394,           0.0028431,             0.84855,              0.5793,             0.61515,             0.37951,            0.030817,            0.014419,            0.012243,           0.0096299,           0.0096299,           0.0096299
                  41,            0.025032,            0.019689,           0.0028254,             0.69701,              0.6286,             0.62263,             0.36992,             0.03274,            0.015304,            0.010045,            0.009611,            0.009611,            0.009611
                  42,            0.024271,            0.018806,           0.0024152,              0.6964,              0.6581,             0.66817,             0.40936,            0.030683,              0.0139,           0.0099238,           0.0095916,           0.0095916,           0.0095916
                  43,            0.024814,            0.019664,            0.002509,             0.82248,             0.59595,             0.66042,             0.41079,            0.030526,            0.014213,           0.0089594,           0.0095717,           0.0095717,           0.0095717
                  44,              0.0237,            0.018511,           0.0025785,             0.81354,             0.66924,             0.70783,             0.42739,            0.030298,            0.013734,           0.0074735,           0.0095514,           0.0095514,           0.0095514
                  45,            0.023944,            0.018246,           0.0024994,             0.93973,             0.55891,              0.6798,             0.41665,            0.030979,            0.015296,           0.0085623,           0.0095307,           0.0095307,           0.0095307
                  46,            0.023017,            0.018474,           0.0024126,             0.82232,             0.66657,              0.6975,              0.4211,            0.030839,            0.014424,           0.0080269,           0.0095095,           0.0095095,           0.0095095
                  47,            0.022345,            0.017808,           0.0021699,             0.82733,             0.67586,             0.72895,             0.45051,            0.030293,            0.014352,           0.0070935,           0.0094879,           0.0094879,           0.0094879
                  48,            0.023355,             0.01857,           0.0020315,             0.92739,             0.57898,             0.70562,             0.43871,            0.030583,            0.014652,           0.0085282,           0.0094659,           0.0094659,           0.0094659
                  49,             0.02265,            0.018085,           0.0021799,             0.88162,             0.66469,             0.70962,              0.4488,            0.030424,            0.014895,           0.0061763,           0.0094434,           0.0094434,           0.0094434
                  50,            0.022525,            0.017707,           0.0017913,             0.86511,             0.70636,              0.7416,             0.47329,            0.029996,            0.014944,           0.0064346,           0.0094205,           0.0094205,           0.0094205
